environment,image_id,plotNumber,genotype,score_A,score_B,human_score,comment_A,comment_B
Nebraska2025,2470_LeafPhotoB_2025-09-08 11_46_55.188,2470,SC1024,2.0,2.5,2.25,,
Nebraska2025,2470_LeafPhotoB_2025-09-08 11_47_16.377,2470,SC1024,3.5,,3.5,,
Nebraska2025,2470_LeafPhotoB_2025-09-08 11_47_37.543,2470,SC1024,1.0,2.5,1.75,,
Nebraska2025,2471_LeafPhotoB_2025-09-08 11_47_57.632,2471,PI534155,2.0,,2.0,,
Nebraska2025,2471_LeafPhotoB_2025-09-08 11_48_18.471,2471,PI534155,1.0,,1.0,,
Nebraska2025,2471_LeafPhotoB_2025-09-08 11_48_37.758,2471,PI534155,2.0,,2.0,,
Nebraska2025,2473_LeafPhotoB_2025-09-08 11_49_19.311,2473,PI576394,1.5,,1.5,,
Nebraska2025,2473_LeafPhotoB_2025-09-08 11_49_33.165,2473,PI576394,1.0,,1.0,,
Nebraska2025,2473_LeafPhotoB_2025-09-08 11_49_44.783,2473,PI576394,1.5,,1.5,,
Nebraska2025,2474_LeafPhotoB_2025-09-08 11_50_06.958,2474,PI656026,1.0,,1.0,,
Nebraska2025,2474_LeafPhotoB_2025-09-08 11_50_19.735,2474,PI656026,2.0,,2.0,,
Nebraska2025,2474_LeafPhotoB_2025-09-08 11_50_37.859,2474,PI656026,1.0,,1.0,,
Nebraska2025,2475_LeafPhotoB_2025-09-08 11_50_55.527,2475,PI534040,2.5,,2.5,,
Nebraska2025,2475_LeafPhotoB_2025-09-08 11_51_18.068,2475,PI534040,1.5,,1.5,,
Nebraska2025,2475_LeafPhotoB_2025-09-08 11_51_32.508,2475,PI534040,1.0,,1.0,,
Nebraska2025,2476_LeafPhotoB_2025-09-08 11_51_54.468,2476,,2.0,1.5,1.75,,
Nebraska2025,2476_LeafPhotoB_2025-09-08 11_52_12.277,2476,,2.5,,2.5,,
Nebraska2025,2476_LeafPhotoB_2025-09-08 11_52_28.192,2476,,2.5,,2.5,,
Nebraska2025,2477_LeafPhotoB_2025-09-08 11_52_47.408,2477,PI656101,3.0,3.5,3.25,,
Nebraska2025,2477_LeafPhotoB_2025-09-08 11_53_02.439,2477,PI656101,3.5,,3.5,,
Nebraska2025,2477_LeafPhotoB_2025-09-08 11_53_18.561,2477,PI656101,3.0,,3.0,,
Nebraska2025,2478_LeafPhotoB_2025-09-08 11_53_38.180,2478,PI534148,2.5,2.5,2.5,,
Nebraska2025,2478_LeafPhotoB_2025-09-08 11_53_59.656,2478,PI534148,3.0,,3.0,,
Nebraska2025,2478_LeafPhotoB_2025-09-08 11_54_11.812,2478,PI534148,2.0,1.5,1.75,,
Nebraska2025,2479_LeafPhotoB_2025-09-08 11_54_28.900,2479,SC0965,2.0,,2.0,The darker lesions are caused by Bipolaris sorghicola,
Nebraska2025,2479_LeafPhotoB_2025-09-08 11_54_48.256,2479,SC0965,3.0,,3.0,The darker lesions are characteristic of Bipolaris sorghicola,
Nebraska2025,2479_LeafPhotoB_2025-09-08 11_55_27.735,2479,SC0965,2.5,,2.5,The darker lesions are caused by Bipolaris sorghicola,
Nebraska2025,2480_LeafPhotoB_2025-09-08 11_56_26.663,2480,PI656023,2.5,,2.5,,
Nebraska2025,2480_LeafPhotoB_2025-09-08 11_56_42.017,2480,PI656023,2.0,,2.0,,
Nebraska2025,2480_LeafPhotoB_2025-09-08 11_56_53.343,2480,PI656023,3.0,,3.0,,
Nebraska2025,2481_LeafPhotoB_2025-09-08 11_57_15.133,2481,PI576334,3.5,,3.5,,
Nebraska2025,2481_LeafPhotoB_2025-09-08 11_57_43.381,2481,PI576334,2.5,,2.5,,
Nebraska2025,2481_LeafPhotoB_2025-09-08 11_58_03.951,2481,PI576334,2.5,2.5,2.5,,Watery lesions bounded by the veins suggest a bacterial disease
Nebraska2025,2482_LeafPhotoB_2025-09-08 11_58_20.522,2482,PI533802,1.0,,1.0,,
Nebraska2025,2482_LeafPhotoB_2025-09-08 11_58_37.076,2482,PI533802,1.5,,1.5,,
Nebraska2025,2482_LeafPhotoB_2025-09-08 11_58_49.297,2482,PI533802,1.5,,1.5,,
Nebraska2025,2483_LeafPhotoB_2025-09-08 11_59_11.721,2483,PI656017,2.0,,2.0,,
Nebraska2025,2483_LeafPhotoB_2025-09-08 11_59_30.421,2483,PI656017,1.5,,1.5,,
Nebraska2025,2483_LeafPhotoB_2025-09-08 11_59_55.157,2483,PI656017,2.5,,2.5,,
Nebraska2025,2485_LeafPhotoB_2025-09-08 12_00_29.273,2485,PI629034,2.0,,2.0,,
Nebraska2025,2485_LeafPhotoB_2025-09-08 12_00_41.756,2485,PI629034,1.0,,1.0,,
Nebraska2025,2485_LeafPhotoB_2025-09-08 12_00_56.370,2485,PI629034,1.0,,1.0,,
Nebraska2025,2486_LeafPhotoB_2025-09-08 12_01_15.501,2486,PI576386,2.5,,2.5,,
Nebraska2025,2486_LeafPhotoB_2025-09-08 12_02_07.247,2486,PI576386,2.0,,2.0,,
Nebraska2025,2486_LeafPhotoB_2025-09-08 12_02_19.467,2486,PI576386,1.5,,1.5,,
Nebraska2025,2487_LeafPhotoB_2025-09-08 12_02_35.681,2487,PI576412,2.5,,2.5,,
Nebraska2025,2487_LeafPhotoB_2025-09-08 12_02_46.707,2487,PI576412,2.5,,2.5,,
Nebraska2025,2487_LeafPhotoB_2025-09-08 12_02_57.464,2487,PI576412,2.0,,2.0,,
Nebraska2025,2488_LeafPhotoB_2025-09-08 12_03_35.014,2488,PI48770,2.5,,2.5,,
Nebraska2025,2488_LeafPhotoB_2025-09-08 12_03_51.164,2488,PI48770,2.5,,2.5,,
Nebraska2025,2488_LeafPhotoB_2025-09-08 12_04_17.623,2488,PI48770,3.5,,3.5,,
Nebraska2025,2489_LeafPhotoB_2025-09-08 12_04_36.797,2489,PI534073,2.5,,2.5,Elongated lesions are usually caused by Exserohilum turcicum,
Nebraska2025,2489_LeafPhotoB_2025-09-08 12_04_49.131,2489,PI534073,2.5,2.5,2.5,,
Nebraska2025,2489_LeafPhotoB_2025-09-08 12_05_01.783,2489,PI534073,3.0,,3.0,,
Nebraska2025,2490_LeafPhotoB_2025-09-08 12_05_22.252,2490,PI534152,2.0,1.0,1.5,,
Nebraska2025,2490_LeafPhotoB_2025-09-08 12_05_34.710,2490,PI534152,1.5,,1.5,,
Nebraska2025,2490_LeafPhotoB_2025-09-08 12_05_51.103,2490,PI534152,1.5,1.5,1.5,,
Nebraska2025,2491_LeafPhotoB_2025-09-08 12_06_12.641,2491,SC0870,1.5,1.5,1.5,,
Nebraska2025,2491_LeafPhotoB_2025-09-08 12_06_22.307,2491,SC0870,2.5,,2.5,,
Nebraska2025,2491_LeafPhotoB_2025-09-08 12_06_33.972,2491,SC0870,2.0,,2.0,,
Nebraska2025,2492_LeafPhotoB_2025-09-08 12_07_02.332,2492,PI656072,1.5,,1.5,,
Nebraska2025,2492_LeafPhotoB_2025-09-08 12_07_17.613,2492,PI656072,2.5,,2.5,,
Nebraska2025,2492_LeafPhotoB_2025-09-08 12_07_35.878,2492,PI656072,2.5,,2.5,,
Nebraska2025,2494_LeafPhotoB_2025-09-08 12_08_08.304,2494,PI533905,2.5,,2.5,,
Nebraska2025,2494_LeafPhotoB_2025-09-08 12_08_28.619,2494,PI533905,2.5,,2.5,,
Nebraska2025,2494_LeafPhotoB_2025-09-08 12_08_43.290,2494,PI533905,2.5,,2.5,,
Nebraska2025,2495_LeafPhotoB_2025-09-08 12_19_09.877,2495,PI656034,1.5,,1.5,,
Nebraska2025,2495_LeafPhotoB_2025-09-08 12_19_33.263,2495,PI656034,1.5,,1.5,,
Nebraska2025,2495_LeafPhotoB_2025-09-08 12_20_03.955,2495,PI656034,1.0,1.0,1.0,,
Nebraska2025,2497_LeafPhotoB_2025-09-08 12_20_41.266,2497,PI533827,2.5,,2.5,,
Nebraska2025,2497_LeafPhotoB_2025-09-08 12_21_06.775,2497,PI533827,2.0,,2.0,,
Nebraska2025,2497_LeafPhotoB_2025-09-08 12_21_27.211,2497,PI533827,2.5,,2.5,,
Nebraska2025,2498_LeafPhotoB_2025-09-08 12_21_48.900,2498,SC0550,1.5,,1.5,,
Nebraska2025,2498_LeafPhotoB_2025-09-08 12_22_01.714,2498,SC0550,2.5,,2.5,,
Nebraska2025,2498_LeafPhotoB_2025-09-08 12_22_17.705,2498,SC0550,2.0,1.0,1.5,,
Nebraska2025,2499_LeafPhotoB_2025-09-08 12_22_54.693,2499,PI576374,3.0,,3.0,,
Nebraska2025,2499_LeafPhotoB_2025-09-08 12_23_08.774,2499,PI576374,3.5,,3.5,,
Nebraska2025,2499_LeafPhotoB_2025-09-08 12_23_25.734,2499,PI576374,1.5,2.0,1.75,,
Nebraska2025,2500_LeafPhotoB_2025-09-08 12_23_42.593,2500,BTx643,2.5,,2.5,,
Nebraska2025,2500_LeafPhotoB_2025-09-08 12_23_57.392,2500,BTx643,1.5,,1.5,,
Nebraska2025,2500_LeafPhotoB_2025-09-08 12_24_10.861,2500,BTx643,1.0,,1.0,,
Nebraska2025,2651_LeafPhotoA_2025-09-09 11_24_51.588,2651,PI656063,3.5,,3.5,,
Nebraska2025,2651_LeafPhotoA_2025-09-09 11_25_09.613,2651,PI656063,4.5,,4.5,,
Nebraska2025,2651_LeafPhotoA_2025-09-09 11_25_22.604,2651,PI656063,3.5,,3.5,,
Nebraska2025,2652_LeafPhotoA_2025-09-09 11_26_03.712,2652,PI329440,3.0,3.0,3.0,,
Nebraska2025,2652_LeafPhotoA_2025-09-09 11_26_15.311,2652,PI329440,3.0,3.5,3.25,,
Nebraska2025,2652_LeafPhotoA_2025-09-09 11_26_23.246,2652,PI329440,4.5,,4.5,,
Nebraska2025,2652_LeafPhotoA_2025-09-09 11_26_57.371,2652,PI329440,3.0,2.5,2.75,,
Nebraska2025,2652_LeafPhotoA_2025-09-09 11_27_07.178,2652,PI329440,2.0,,2.0,,
Nebraska2025,2652_LeafPhotoA_2025-09-09 11_27_15.367,2652,PI329440,2.5,,2.5,,
Nebraska2025,2654_LeafPhotoA_2025-09-09 11_27_41.628,2654,PI597975,2.0,2.5,2.25,,
Nebraska2025,2654_LeafPhotoA_2025-09-09 11_28_05.595,2654,PI597975,3.5,,3.5,,
Nebraska2025,2654_LeafPhotoA_2025-09-09 11_28_16.359,2654,PI597975,3.0,,3.0,,
Nebraska2025,2655_LeafPhotoA_2025-09-09 11_28_45.306,2655,PI655988,2.5,,2.5,,
Nebraska2025,2655_LeafPhotoA_2025-09-09 11_28_54.713,2655,PI655988,3.0,,3.0,,
Nebraska2025,2655_LeafPhotoA_2025-09-09 11_29_02.979,2655,PI655988,1.5,1.0,1.25,,"Circular lesions, with or without a chlorotic halo, are characteristic of Cercospora sorghi"
Nebraska2025,2656_LeafPhotoA_2025-09-09 11_29_40.243,2656,PI533991,3.0,,3.0,,
Nebraska2025,2656_LeafPhotoA_2025-09-09 11_29_51.657,2656,PI533991,2.0,3.0,2.5,,
Nebraska2025,2656_LeafPhotoA_2025-09-09 11_30_02.897,2656,PI533991,2.5,1.5,2.0,,"Circular lesions, with or without a chlorotic halo, are characteristic of Cercospora sorghi"
Nebraska2025,2657_LeafPhotoA_2025-09-09 11_30_26.164,2657,PI533952,3.0,3.0,3.0,,
Nebraska2025,2657_LeafPhotoA_2025-09-09 11_30_34.759,2657,PI533952,3.5,,3.5,,
Nebraska2025,2657_LeafPhotoA_2025-09-09 11_30_43.745,2657,PI533952,4.5,,4.5,,
Nebraska2025,2658_LeafPhotoA_2025-09-09 11_31_22.938,2658,PI656032,3.5,,3.5,,
Nebraska2025,2658_LeafPhotoA_2025-09-09 11_31_38.776,2658,PI656032,2.5,,2.5,,
Nebraska2025,2658_LeafPhotoA_2025-09-09 11_31_47.212,2658,PI656032,2.5,,2.5,,
Nebraska2025,2659_LeafPhotoA_2025-09-09 11_32_05.483,2659,PI656053,1.0,,1.0,,
Nebraska2025,2659_LeafPhotoA_2025-09-09 11_32_14.964,2659,PI656053,2.0,,2.0,,
Nebraska2025,2659_LeafPhotoA_2025-09-09 11_32_22.708,2659,PI656053,2.0,,2.0,,
Nebraska2025,2660_LeafPhotoA_2025-09-09 11_32_52.703,2660,SC1193,4.0,,4.0,,
Nebraska2025,2660_LeafPhotoA_2025-09-09 11_33_03.024,2660,SC1193,3.5,,3.5,,
Nebraska2025,2660_LeafPhotoA_2025-09-09 11_33_11.679,2660,SC1193,3.0,,3.0,,
Nebraska2025,2661_LeafPhotoA_2025-09-09 11_33_47.885,2661,PI595700,4.5,,4.5,,
Nebraska2025,2661_LeafPhotoA_2025-09-09 11_33_59.084,2661,PI595700,3.0,,3.0,,
Nebraska2025,2661_LeafPhotoA_2025-09-09 11_34_08.781,2661,PI595700,3.0,,3.0,,
Nebraska2025,2662_LeafPhotoA_2025-09-09 11_35_09.264,2662,PI576356,2.5,2.0,2.25,,
Nebraska2025,2662_LeafPhotoA_2025-09-09 11_35_19.193,2662,PI576356,2.0,,2.0,,
Nebraska2025,2662_LeafPhotoA_2025-09-09 11_35_27.644,2662,PI576356,3.5,3.5,3.5,,
Nebraska2025,2663_LeafPhotoA_2025-09-09 11_35_58.368,2663,PI656061,3.5,,3.5,,
Nebraska2025,2663_LeafPhotoA_2025-09-09 11_36_07.757,2663,PI656061,3.0,,3.0,,
Nebraska2025,2663_LeafPhotoA_2025-09-09 11_36_17.664,2663,PI656061,2.5,,2.5,,
Nebraska2025,2664_LeafPhotoA_2025-09-09 11_37_07.892,2664,PI656057,2.0,,2.0,,
Nebraska2025,2664_LeafPhotoA_2025-09-09 11_37_21.882,2664,PI656057,2.5,3.0,2.75,,
Nebraska2025,2664_LeafPhotoA_2025-09-09 11_37_29.251,2664,PI656057,2.0,2.0,2.0,,
Nebraska2025,2665_LeafPhotoA_2025-09-09 11_37_53.158,2665,PI533849,4.0,,4.0,,
Nebraska2025,2665_LeafPhotoA_2025-09-09 11_38_04.733,2665,PI533849,3.5,,3.5,,
Nebraska2025,2665_LeafPhotoA_2025-09-09 11_38_13.083,2665,PI533849,4.0,,4.0,,
Nebraska2025,2666_LeafPhotoA_2025-09-09 11_39_00.856,2666,PI595717,2.5,,2.5,,
Nebraska2025,2666_LeafPhotoA_2025-09-09 11_39_15.175,2666,PI595717,2.5,2.5,2.5,,
Nebraska2025,2666_LeafPhotoA_2025-09-09 11_39_27.702,2666,PI595717,3.0,,3.0,,
Nebraska2025,2667_LeafPhotoA_2025-09-09 11_40_29.802,2667,PI533822,2.5,,2.5,,
Nebraska2025,2667_LeafPhotoA_2025-09-09 11_40_46.518,2667,PI533822,2.5,,2.5,,
Nebraska2025,2667_LeafPhotoA_2025-09-09 11_40_56.484,2667,PI533822,3.0,,3.0,,
Nebraska2025,2668_LeafPhotoA_2025-09-09 11_41_41.343,2668,PI533829,5.0,,5.0,,
Nebraska2025,2668_LeafPhotoA_2025-09-09 11_41_58.060,2668,PI533829,3.5,,3.5,,
Nebraska2025,2668_LeafPhotoA_2025-09-09 11_42_13.435,2668,PI533829,3.0,,3.0,,
Nebraska2025,2669_LeafPhotoA_2025-09-09 11_42_55.786,2669,PI656025,4.0,,4.0,,
Nebraska2025,2669_LeafPhotoA_2025-09-09 11_43_06.835,2669,PI656025,5.0,,5.0,,
Nebraska2025,2669_LeafPhotoA_2025-09-09 11_43_16.485,2669,PI656025,3.5,,3.5,,
Nebraska2025,2670_LeafPhotoA_2025-09-09 11_44_02.746,2670,PI534023,4.5,,4.5,,
Nebraska2025,2670_LeafPhotoA_2025-09-09 11_44_17.139,2670,PI534023,5.0,,5.0,,
Nebraska2025,2670_LeafPhotoA_2025-09-09 11_44_27.608,2670,PI534023,3.5,,3.5,,
Nebraska2025,2671_LeafPhotoA_2025-09-09 11_45_10.930,2671,PI533862,3.5,4.0,3.75,,
Nebraska2025,2671_LeafPhotoA_2025-09-09 11_45_24.152,2671,PI533862,4.5,,4.5,,
Nebraska2025,2671_LeafPhotoA_2025-09-09 11_45_37.038,2671,PI533862,4.0,5.0,4.5,,
Nebraska2025,2672_LeafPhotoA_2025-09-09 11_46_26.263,2672,,3.0,,3.0,,
Nebraska2025,2672_LeafPhotoA_2025-09-09 11_46_40.643,2672,,2.0,2.0,2.0,,
Nebraska2025,2672_LeafPhotoA_2025-09-09 11_46_50.393,2672,,2.5,,2.5,,
Nebraska2025,2701_LeafPhotoA_2025-09-09 10_13_21.986,2701,SC1216,3.0,,3.0,,
Nebraska2025,2701_LeafPhotoA_2025-09-09 10_13_36.912,2701,SC1216,4.0,,4.0,,
Nebraska2025,2701_LeafPhotoA_2025-09-09 10_13_51.959,2701,SC1216,2.5,,2.5,,
Nebraska2025,2702_LeafPhotoA_2025-09-09 10_14_43.297,2702,,2.5,,2.5,,
Nebraska2025,2702_LeafPhotoA_2025-09-09 10_14_59.550,2702,,2.5,,2.5,Watery lesions bordered by veins are usually caused by bacteria,
Nebraska2025,2702_LeafPhotoA_2025-09-09 10_15_13.481,2702,,3.5,,3.5,,
Nebraska2025,2703_LeafPhotoA_2025-09-09 10_15_56.392,2703,PI533873,3.5,5.0,4.25,,
Nebraska2025,2703_LeafPhotoA_2025-09-09 10_16_12.643,2703,PI533873,2.5,,2.5,Watery lesions bordered by veins are usually caused by bacteria,
Nebraska2025,2703_LeafPhotoA_2025-09-09 10_16_25.928,2703,PI533873,2.5,,2.5,,
Nebraska2025,2704_LeafPhotoA_2025-09-09 10_17_28.444,2704,PI655977,2.5,,2.5,,
Nebraska2025,2704_LeafPhotoA_2025-09-09 10_17_41.351,2704,PI655977,3.0,,3.0,,
Nebraska2025,2704_LeafPhotoA_2025-09-09 10_17_55.823,2704,PI655977,2.5,,2.5,,
Nebraska2025,2705_LeafPhotoA_2025-09-09 10_18_58.628,2705,PI659696,3.5,,3.5,,
Nebraska2025,2705_LeafPhotoA_2025-09-09 10_19_11.905,2705,PI659696,1.5,,1.5,,
Nebraska2025,2705_LeafPhotoA_2025-09-09 10_19_54.020,2705,PI659696,1.5,1.0,1.25,,
Nebraska2025,2706_LeafPhotoA_2025-09-09 10_20_56.236,2706,PI533807,3.5,,3.5,,
Nebraska2025,2706_LeafPhotoA_2025-09-09 10_21_29.913,2706,PI533807,3.5,3.5,3.5,,
Nebraska2025,2706_LeafPhotoA_2025-09-09 10_22_00.716,2706,PI533807,3.0,,3.0,,
Nebraska2025,2707_LeafPhotoA_2025-09-09 10_22_49.647,2707,PI534080,3.0,,3.0,,
Nebraska2025,2707_LeafPhotoA_2025-09-09 10_23_04.383,2707,PI534080,3.0,,3.0,,
Nebraska2025,2707_LeafPhotoA_2025-09-09 10_23_18.227,2707,PI534080,3.5,,3.5,,
Nebraska2025,2708_LeafPhotoA_2025-09-09 10_24_08.898,2708,PI642793,3.0,,3.0,,
Nebraska2025,2708_LeafPhotoA_2025-09-09 10_24_24.585,2708,PI642793,2.5,,2.5,,
Nebraska2025,2708_LeafPhotoA_2025-09-09 10_24_40.810,2708,PI642793,2.5,,2.5,,
Nebraska2025,2709_LeafPhotoA_2025-09-09 10_25_19.995,2709,PI533811,3.5,,3.5,,
Nebraska2025,2709_LeafPhotoA_2025-09-09 10_25_57.484,2709,PI533811,4.5,,4.5,,
Nebraska2025,2709_LeafPhotoA_2025-09-09 10_26_09.764,2709,PI533811,4.0,,4.0,,
Nebraska2025,2710_LeafPhotoA_2025-09-09 10_26_45.232,2710,PI533781,2.5,,2.5,,
Nebraska2025,2710_LeafPhotoA_2025-09-09 10_27_29.805,2710,PI533781,3.5,,3.5,,
Nebraska2025,2711_LeafPhotoA_2025-09-09 10_28_05.879,2711,PI533968,3.5,,3.5,,
Nebraska2025,2711_LeafPhotoA_2025-09-09 10_28_23.854,2711,PI533968,2.5,2.5,2.5,,
Nebraska2025,2711_LeafPhotoA_2025-09-09 10_28_38.011,2711,PI533968,3.0,,3.0,,
Nebraska2025,2712_LeafPhotoA_2025-09-09 10_29_53.397,2712,PI533830,2.5,,2.5,,
Nebraska2025,2712_LeafPhotoA_2025-09-09 10_30_09.638,2712,PI533830,4.0,,4.0,,
Nebraska2025,2712_LeafPhotoA_2025-09-09 10_30_21.843,2712,PI533830,4.5,,4.5,,
Nebraska2025,2713_LeafPhotoA_2025-09-09 10_31_30.088,2713,PI534098,3.0,,3.0,,
Nebraska2025,2713_LeafPhotoA_2025-09-09 10_31_44.153,2713,PI534098,3.0,,3.0,,
Nebraska2025,2713_LeafPhotoA_2025-09-09 10_31_56.708,2713,PI534098,4.5,,4.5,,
Nebraska2025,2714_LeafPhotoA_2025-09-09 10_33_10.614,2714,PI656047,4.5,,4.5,,
Nebraska2025,2714_LeafPhotoA_2025-09-09 10_33_23.388,2714,PI656047,2.5,,2.5,,
Nebraska2025,2714_LeafPhotoA_2025-09-09 10_33_32.644,2714,PI656047,4.5,,4.5,,
Nebraska2025,2715_LeafPhotoA_2025-09-09 10_34_25.383,2715,PI533782,3.0,3.5,3.25,,
Nebraska2025,2715_LeafPhotoA_2025-09-09 10_34_37.745,2715,PI533782,4.0,,4.0,,
Nebraska2025,2715_LeafPhotoA_2025-09-09 10_34_49.690,2715,PI533782,2.0,2.5,2.25,,
Nebraska2025,2716_LeafPhotoA_2025-09-09 10_35_24.174,2716,PI597972,3.5,,3.5,,
Nebraska2025,2716_LeafPhotoA_2025-09-09 10_35_36.382,2716,PI597972,2.5,3.0,2.75,,
Nebraska2025,2716_LeafPhotoA_2025-09-09 10_35_46.540,2716,PI597972,3.5,,3.5,,
Nebraska2025,2717_LeafPhotoA_2025-09-09 10_36_27.604,2717,SC0409,4.5,,4.5,,
Nebraska2025,2717_LeafPhotoA_2025-09-09 10_36_42.002,2717,SC0409,4.5,4.5,4.5,,
Nebraska2025,2717_LeafPhotoA_2025-09-09 10_36_52.862,2717,SC0409,3.0,3.5,3.25,,
Nebraska2025,2718_LeafPhotoA_2025-09-09 10_37_49.577,2718,PI534067,3.0,,3.0,,
Nebraska2025,2718_LeafPhotoA_2025-09-09 10_38_02.718,2718,PI534067,3.5,,3.5,,
Nebraska2025,2718_LeafPhotoA_2025-09-09 10_38_17.523,2718,PI534067,3.0,,3.0,,
Nebraska2025,2719_LeafPhotoA_2025-09-09 10_39_13.141,2719,SC0848,3.0,,3.0,,
Nebraska2025,2719_LeafPhotoA_2025-09-09 10_39_28.624,2719,SC0848,3.5,,3.5,,
Nebraska2025,2719_LeafPhotoA_2025-09-09 10_39_58.608,2719,SC0848,3.5,,3.5,,
Nebraska2025,2720_LeafPhotoA_2025-09-09 10_40_32.940,2720,,3.0,,3.0,,
Nebraska2025,2720_LeafPhotoA_2025-09-09 10_40_48.988,2720,,1.0,,1.0,Watery lesions bordered by veins are usually caused by bacteria,
Nebraska2025,2720_LeafPhotoA_2025-09-09 10_41_05.392,2720,,2.5,,2.5,,
Nebraska2025,2721_LeafPhotoA_2025-09-09 10_41_55.885,2721,PI576375,2.0,,2.0,,
Nebraska2025,2721_LeafPhotoA_2025-09-09 10_42_14.365,2721,PI576375,4.0,,4.0,,
Nebraska2025,2721_LeafPhotoA_2025-09-09 10_42_26.993,2721,PI576375,5.0,,5.0,,
Nebraska2025,2722_LeafPhotoA_2025-09-09 10_43_15.446,2722,SC0551,4.5,,4.5,,
Nebraska2025,2722_LeafPhotoA_2025-09-09 10_43_28.841,2722,SC0551,3.0,4.0,3.5,,
Nebraska2025,2722_LeafPhotoA_2025-09-09 10_43_40.267,2722,SC0551,4.0,,4.0,,
Nebraska2025,2723_LeafPhotoA_2025-09-09 10_44_34.871,2723,PI534082,3.0,3.5,3.25,,
Nebraska2025,2723_LeafPhotoA_2025-09-09 10_44_59.309,2723,PI534082,3.0,,3.0,,
Nebraska2025,2723_LeafPhotoA_2025-09-09 10_45_15.256,2723,PI534082,4.0,,4.0,,
Nebraska2025,2724_LeafPhotoA_2025-09-09 10_46_14.817,2724,PI656024,3.5,,3.5,,
Nebraska2025,2724_LeafPhotoA_2025-09-09 10_46_27.417,2724,PI656024,2.0,1.5,1.75,,
Nebraska2025,2724_LeafPhotoA_2025-09-09 10_46_37.811,2724,PI656024,4.5,,4.5,,
Nebraska2025,2725_LeafPhotoA_2025-09-09 10_47_13.768,2725,PI533762,2.5,,2.5,,
Nebraska2025,2725_LeafPhotoA_2025-09-09 10_47_23.194,2725,PI533762,3.0,,3.0,,
Nebraska2025,2725_LeafPhotoA_2025-09-09 10_47_31.497,2725,PI533762,2.0,,2.0,,
Nebraska2025,2726_LeafPhotoA_2025-09-09 10_48_21.312,2726,PI561071,1.5,,1.5,,
Nebraska2025,2726_LeafPhotoA_2025-09-09 10_48_35.000,2726,PI561071,1.0,,1.0,,
Nebraska2025,2726_LeafPhotoA_2025-09-09 10_48_47.560,2726,PI561071,1.0,,1.0,,
Nebraska2025,2727_LeafPhotoA_2025-09-09 10_49_43.175,2727,SC0999,2.5,,2.5,,
Nebraska2025,2727_LeafPhotoA_2025-09-09 10_49_54.377,2727,SC0999,3.5,,3.5,,
Nebraska2025,2727_LeafPhotoA_2025-09-09 10_50_03.069,2727,SC0999,3.0,,3.0,,
Nebraska2025,2728_LeafPhotoA_2025-09-09 10_52_01.471,2728,PI655981,3.0,,3.0,,
Nebraska2025,2728_LeafPhotoA_2025-09-09 10_52_13.946,2728,PI655981,3.0,3.5,3.25,,
Nebraska2025,2728_LeafPhotoA_2025-09-09 10_52_22.764,2728,PI655981,2.5,,2.5,,
Nebraska2025,2729_LeafPhotoA_2025-09-09 10_55_13.189,2729,PI534090,4.5,,4.5,,
Nebraska2025,2729_LeafPhotoA_2025-09-09 10_55_26.872,2729,PI534090,2.5,3.0,2.75,,
Nebraska2025,2729_LeafPhotoA_2025-09-09 10_55_43.588,2729,PI534090,4.5,3.5,4.0,,
Nebraska2025,2730_LeafPhotoA_2025-09-09 10_53_50.334,2730,PI533857,2.0,,2.0,,
Nebraska2025,2730_LeafPhotoA_2025-09-09 10_54_05.796,2730,PI533857,2.0,,2.0,,
Nebraska2025,2730_LeafPhotoA_2025-09-09 10_54_17.007,2730,PI533857,2.0,,2.0,,
Nebraska2025,2731_LeafPhotoA_2025-09-09 10_56_31.988,2731,PI576399,3.5,,3.5,,
Nebraska2025,2731_LeafPhotoA_2025-09-09 10_56_46.860,2731,PI576399,4.0,,4.0,,
Nebraska2025,2731_LeafPhotoA_2025-09-09 10_56_57.551,2731,PI576399,2.5,,2.5,,
Nebraska2025,2732_LeafPhotoA_2025-09-09 10_57_41.889,2732,,1.5,,1.5,,
Nebraska2025,2732_LeafPhotoA_2025-09-09 10_57_56.358,2732,,3.5,,3.5,,
Nebraska2025,2732_LeafPhotoA_2025-09-09 10_58_09.717,2732,,3.5,,3.5,,
Nebraska2025,2733_LeafPhotoA_2025-09-09 10_59_12.603,2733,PI534100,4.0,,4.0,,
Nebraska2025,2733_LeafPhotoA_2025-09-09 10_59_34.111,2733,PI534100,3.5,3.5,3.5,,
Nebraska2025,2733_LeafPhotoA_2025-09-09 10_59_51.732,2733,PI534100,3.0,,3.0,,
Nebraska2025,2734_LeafPhotoA_2025-09-09 11_00_52.812,2734,PI534120,2.0,2.5,2.25,,
Nebraska2025,2734_LeafPhotoA_2025-09-09 11_01_05.699,2734,PI534120,2.5,,2.5,,
Nebraska2025,2734_LeafPhotoA_2025-09-09 11_01_18.196,2734,PI534120,2.5,,2.5,,
Nebraska2025,2735_LeafPhotoA_2025-09-09 11_01_58.610,2735,PI576429,4.0,,4.0,,
Nebraska2025,2735_LeafPhotoA_2025-09-09 11_02_08.041,2735,PI576429,3.5,,3.5,,
Nebraska2025,2735_LeafPhotoA_2025-09-09 11_02_14.913,2735,PI576429,4.0,,4.0,,
Nebraska2025,2736_LeafPhotoA_2025-09-09 11_03_06.705,2736,PI595722,2.5,,2.5,,
